Date,PM2.5,PM10,NO2,SO2,CO,O3,NH3
2015-01-01,173.51,48.55,15.39,9.2,1.17,11.35,4.59
2015-01-02,173.51,48.55,13.42,8.61,1.23,9.16,7.83
2015-01-03,173.51,48.55,19.56,48.23,0.77,13.45,4.63
2015-01-04,173.51,48.55,16.2,27.96,1.0,10.33,5.23
2015-01-05,173.51,48.55,16.3,16.6,0.9,9.36,5.5
2015-01-06,173.51,48.55,35.6,21.98,0.91,12.61,5.46
2015-01-07,173.51,48.55,46.38,28.13,1.22,13.94,4.9
2015-01-08,173.51,48.55,37.79,21.26,1.15,38.29,3.71
2015-01-09,173.51,48.55,42.65,22.82,1.31,27.34,5.81
2015-01-10,173.51,48.55,19.17,17.36,0.98,27.19,3.96
2015-01-11,173.51,48.55,49.87,21.75,0.8,19.04,3.77
2015-01-12,173.51,48.55,30.31,28.51,1.07,18.32,4.16
2015-01-13,173.51,48.55,64.35,16.44,0.97,17.25,6.06
2015-01-14,173.51,48.55,38.23,20.32,1.22,23.68,8.79
2015-01-15,173.51,48.55,23.87,21.92,1.01,14.1,4.53
2015-01-16,173.51,48.55,18.39,13.18,1.17,13.22,4.03
2015-01-17,173.51,48.55,17.4,10.44,1.7,26.34,3.77
2015-01-18,173.51,48.55,30.7,11.33,1.12,29.08,3.63
2015-01-19,173.51,48.55,41.8,9.72,2.35,27.45,3.82
2015-01-20,173.51,48.55,27.9,8.52,1.99,32.32,20.14
2015-01-21,173.51,48.55,59.26,9.28,1.79,18.84,3.85
2015-01-22,173.51,48.55,46.77,7.64,1.43,24.98,4.6
2015-01-23,173.51,48.55,37.55,10.57,3.43,42.33,4.01
2015-01-24,173.51,48.55,9.89,7.39,0.84,37.17,4.36
2015-01-25,173.51,48.55,10.14,7.16,0.85,17.11,3.98
2015-01-26,173.51,48.55,10.44,7.38,2.07,20.18,3.53
2015-01-27,173.51,48.55,12.63,7.14,1.16,27.02,4.28
2015-01-28,173.51,48.55,16.83,8.06,2.81,36.68,3.69
2015-01-29,173.51,48.55,41.79,8.46,0.84,26.29,3.95
2015-01-30,173.51,48.55,23.84,9.46,0.82,21.75,5.54
2015-01-31,173.51,48.55,46.59,7.88,0.94,38.57,4.37
2015-02-01,173.51,48.55,26.05,7.76,0.71,42.61,4.2
2015-02-02,173.51,48.55,15.82,10.58,1.59,38.8,3.63
2015-02-03,173.51,48.55,14.89,6.83,0.98,29.08,5.12
2015-02-04,173.51,48.55,14.0,4.89,0.85,36.62,27.6
2015-02-05,173.51,48.55,19.17,7.48,0.95,29.93,76.99
2015-02-06,173.51,48.55,16.7,7.36,0.76,37.13,81.78
2015-02-07,173.51,48.55,13.46,6.42,0.89,33.12,25.85
2015-02-08,173.51,48.55,12.98,6.21,1.16,33.17,46.65
2015-02-09,173.51,48.55,13.43,6.27,1.1,31.08,37.42
2015-02-10,173.51,48.55,13.2,6.64,1.0,40.77,58.69
2015-02-11,173.51,48.55,14.8,6.87,1.0,40.57,50.48
2015-02-12,173.51,48.55,14.27,6.79,0.97,47.85,47.94
2015-02-13,173.51,48.55,14.16,7.21,1.19,36.94,56.36
2015-02-14,173.51,48.55,12.97,7.84,1.43,31.32,56.06
2015-02-15,173.51,48.55,13.02,7.58,0.99,26.41,68.44
2015-02-16,173.51,48.55,12.63,7.38,0.98,30.87,82.48
2015-02-17,173.51,48.55,14.43,8.35,5.18,33.53,116.59
2015-02-18,173.51,48.55,15.78,9.15,9.81,33.83,113.29
2015-02-19,173.51,48.55,15.2,9.42,9.99,19.3,85.61
2015-02-20,173.51,48.55,13.43,11.51,4.52,30.22,98.16
2015-02-21,173.51,48.55,11.56,7.04,0.85,24.91,103.03
2015-02-22,173.51,48.55,11.4,6.31,0.9,30.54,110.13
2015-02-23,173.51,48.55,15.81,6.13,0.9,25.03,105.68
2015-02-24,173.51,48.55,14.44,7.34,0.9,29.33,114.96
2015-02-25,173.51,48.55,11.57,8.67,1.41,30.18,62.31
2015-02-26,173.51,48.55,13.22,6.31,3.42,29.46,62.31
2015-02-27,173.51,48.55,11.24,7.77,0.97,40.47,58.05
2015-02-28,173.51,48.55,11.7,6.09,1.15,25.91,29.87
2015-03-01,173.51,48.55,11.38,5.8,1.15,52.44,14.42
2015-03-02,173.51,48.55,10.95,5.29,10.6,93.22,14.83
2015-03-03,173.51,48.55,12.29,8.15,5.33,47.22,63.64
2015-03-04,173.51,48.55,11.37,6.77,2.82,41.26,58.57
2015-03-05,173.51,48.55,14.04,7.59,9.85,63.26,40.55
2015-03-06,173.51,48.55,16.34,10.07,11.02,105.13,74.0
2015-03-07,173.51,48.55,18.61,8.04,10.12,85.37,10.8
2015-03-08,173.51,48.55,18.9,5.5,9.77,64.65,10.89
2015-03-09,173.51,48.55,18.29,5.29,9.93,77.43,11.03
2015-03-10,173.51,48.55,22.44,4.61,5.45,34.6,11.42
2015-03-11,173.51,48.55,21.64,5.03,1.13,35.85,11.56
2015-03-12,173.51,48.55,16.02,5.22,1.11,57.14,10.86
2015-03-13,173.51,48.55,16.2,8.43,2.8,52.68,13.77
2015-03-14,173.51,48.55,16.41,7.79,1.12,51.23,10.89
2015-03-15,173.51,48.55,35.78,5.58,1.07,47.28,11.15
2015-03-16,173.51,48.55,24.87,5.63,1.09,52.19,11.16
2015-03-17,173.51,48.55,48.6,10.75,1.07,73.63,10.54
2015-03-18,173.51,48.55,54.96,10.87,1.25,34.43,9.96
2015-03-19,173.51,48.55,22.4,12.45,1.02,48.82,9.99
2015-03-20,173.51,48.55,22.22,10.7,1.05,35.5,10.04
2015-03-21,173.51,48.55,36.81,13.96,0.81,54.8,11.76
2015-03-22,173.51,48.55,22.96,8.66,2.24,49.91,9.56
2015-03-23,173.51,48.55,30.32,8.86,1.38,30.17,11.76
2015-03-24,149.04,48.55,112.29,14.04,0.93,38.67,9.68
2015-03-25,205.65,48.55,98.75,10.16,1.32,39.17,13.31
2015-03-26,140.21,48.55,31.79,11.94,1.41,44.52,10.91
2015-03-27,266.29,48.55,50.12,25.45,1.27,27.64,11.51
2015-03-28,88.65,48.55,38.75,11.76,2.21,27.68,10.97
2015-03-29,81.34,48.55,48.15,5.59,1.34,27.69,10.35
2015-03-30,144.46,48.55,25.53,8.05,1.24,27.57,10.41
2015-03-31,51.69,48.55,46.48,6.53,1.23,27.62,11.41
2015-04-01,103.75,48.55,36.98,4.65,1.33,27.54,10.04
2015-04-02,106.27,48.55,38.34,6.22,1.08,27.65,11.53
2015-04-03,42.82,48.55,35.32,6.23,1.21,27.6,10.17
2015-04-04,187.51,48.55,26.89,4.74,1.23,27.57,10.1
2015-04-05,85.86,48.55,26.79,3.96,1.14,27.58,12.33
2015-04-06,83.19,48.55,16.84,5.63,3.42,23.22,12.35
2015-04-07,48.35,48.55,18.16,5.73,7.69,13.38,10.95
2015-04-08,73.66,48.55,17.07,3.76,1.1,24.4,10.83
2015-04-09,66.72,48.55,16.79,4.31,5.14,22.29,12.76
2015-04-10,80.79,48.55,16.3,5.7,6.35,19.22,10.7
2015-04-11,75.59,48.55,16.81,5.16,1.57,27.01,11.54
2015-04-12,75.82,48.55,17.27,3.58,1.13,27.57,11.58
2015-04-13,80.23,48.55,20.43,5.58,5.69,23.1,9.86
2015-04-14,87.48,48.55,18.6,6.25,1.02,27.62,10.79
2015-04-15,72.65,48.55,18.34,4.7,3.87,28.02,9.6
2015-04-16,90.72,48.55,19.6,1.75,6.25,24.24,9.91
2015-04-17,73.28,48.55,22.18,4.53,1.02,27.79,9.81
2015-04-18,73.33,48.55,22.69,3.82,0.98,27.81,10.07
2015-04-19,71.17,48.55,29.45,4.36,0.92,27.86,10.46
2015-04-20,78.58,48.55,69.16,5.99,1.06,27.82,10.33
2015-04-21,74.55,48.55,37.66,5.08,1.13,27.79,9.97
2015-04-22,73.8,48.55,25.18,6.3,0.92,27.76,10.47
2015-04-23,69.28,48.55,41.89,4.14,2.44,27.59,13.36
2015-04-24,70.45,48.55,39.33,5.1,5.53,27.91,12.32
2015-04-25,60.15,48.55,35.63,8.42,10.28,27.91,11.38
2015-04-26,57.57,48.55,36.72,1.23,10.92,27.91,10.85
2015-04-27,67.8,48.55,26.61,0.91,12.02,27.91,15.0
2015-04-28,70.85,48.55,45.19,32.85,13.1,27.91,13.97
2015-04-29,63.16,48.55,49.3,9.32,8.02,27.91,14.0
2015-04-30,55.47,48.55,58.18,6.67,4.31,27.91,18.24
2015-05-01,51.62,48.55,19.39,3.44,10.29,27.91,16.77
2015-05-02,85.26,48.55,37.2,2.69,9.7,27.91,20.97
2015-05-03,44.26,48.55,34.41,4.29,6.09,11.32,16.24
2015-05-04,28.97,48.55,16.92,5.86,8.1,11.91,16.06
2015-05-05,35.16,48.55,22.34,6.65,5.16,17.11,14.54
2015-05-06,44.1,48.55,16.92,11.24,7.07,19.53,14.63
2015-05-07,57.31,48.55,20.94,9.54,1.72,23.77,18.01
2015-05-08,54.28,48.55,24.85,18.14,9.48,31.3,23.82
2015-05-09,60.64,48.55,25.94,16.28,5.22,28.72,32.5
2015-05-10,53.69,48.55,29.04,9.01,2.05,20.45,19.91
2015-05-11,49.2,48.55,33.32,21.84,2.73,21.28,17.07
2015-05-12,82.63,48.55,43.83,17.42,1.8,22.25,18.78
2015-05-13,100.77,48.55,22.81,10.63,1.95,23.81,17.5
2015-05-14,120.24,48.55,23.93,10.36,2.47,24.4,27.53
2015-05-15,70.64,48.55,20.05,10.03,1.6,25.08,53.13
2015-05-16,91.69,48.55,19.7,10.54,2.47,24.75,56.05
2015-05-17,79.98,48.55,19.21,9.98,3.12,25.84,50.22
2015-05-18,87.7,48.55,19.56,11.85,2.46,26.06,58.39
2015-05-19,83.47,48.55,49.11,15.11,4.75,26.21,55.27
2015-05-20,97.96,48.55,16.44,16.19,6.45,24.28,52.02
2015-05-21,97.74,48.55,16.72,14.97,2.56,39.53,53.87
2015-05-22,85.55,48.55,16.47,13.12,3.13,40.22,51.63
2015-05-23,90.87,48.55,17.24,10.51,2.23,40.41,55.21
2015-05-24,78.25,48.55,17.43,18.74,1.91,26.44,54.03
2015-05-25,125.51,48.55,17.14,11.06,2.7,40.59,58.32
2015-05-26,113.78,48.55,15.58,12.79,2.91,40.91,52.12
2015-05-27,119.68,48.55,16.33,11.4,4.16,43.83,56.9
2015-05-28,105.59,48.55,20.24,11.34,3.18,52.84,53.36
2015-05-29,100.5,48.55,21.32,10.99,1.45,44.51,58.98
2015-05-30,102.97,48.55,25.74,9.7,2.12,52.73,52.25
2015-05-31,127.46,48.55,29.99,11.03,1.43,48.19,55.9
2015-06-01,129.49,48.55,14.97,11.45,1.56,46.7,53.25
2015-06-02,100.13,48.55,14.35,9.62,2.51,47.98,54.95
2015-06-03,108.88,48.55,16.12,10.79,1.44,50.59,58.26
2015-06-04,111.48,48.55,15.66,10.8,1.51,42.62,57.97
2015-06-05,73.81,48.55,16.64,11.32,1.48,40.96,53.98
2015-06-06,60.15,48.55,15.47,9.55,1.53,46.33,55.75
2015-06-07,61.59,48.55,15.4,10.2,2.02,46.1,52.11
2015-06-08,64.94,48.55,15.86,11.71,1.57,43.28,53.63
2015-06-09,61.26,48.55,15.26,14.35,1.85,44.62,50.27
2015-06-10,58.49,48.55,15.22,11.19,2.68,49.07,57.02
2015-06-11,58.84,48.55,15.13,7.89,1.87,50.75,54.34
2015-06-12,60.75,48.55,15.08,9.5,1.88,43.42,52.24
2015-06-13,58.12,48.55,15.31,9.94,1.9,45.84,57.06
2015-06-14,58.33,48.55,15.4,9.48,1.89,46.63,57.11
2015-06-15,59.87,48.55,14.98,8.94,2.73,37.5,52.87
2015-06-16,49.91,48.55,13.37,8.31,1.85,39.99,53.49
2015-06-17,53.53,48.55,12.39,10.04,1.97,35.97,54.26
2015-06-18,45.43,48.55,11.22,6.89,1.89,36.51,55.0
2015-06-19,54.86,48.55,14.6,13.31,2.67,36.11,56.56
2015-06-20,56.25,48.55,15.23,10.29,2.25,37.1,58.34
2015-06-21,57.87,48.55,15.88,9.93,1.89,41.28,57.83
2015-06-22,72.61,48.55,17.51,9.47,2.93,38.85,55.43
2015-06-23,68.28,48.55,16.15,10.42,2.3,33.71,52.18
2015-06-24,58.07,48.55,16.31,12.21,2.33,38.65,51.31
2015-06-25,67.93,48.55,19.42,10.78,2.43,42.65,49.56
2015-06-26,69.03,48.55,17.22,11.35,2.71,36.46,63.57
2015-06-27,76.57,48.55,15.11,10.04,2.33,33.37,48.26
2015-06-28,77.2,48.55,17.59,9.68,2.04,28.86,56.33
2015-06-29,76.18,48.55,17.75,10.84,2.04,32.23,55.49
2015-06-30,77.16,48.55,17.68,11.67,2.32,33.71,49.23
2015-07-01,83.72,48.55,20.08,14.01,2.59,32.66,53.46
2015-07-02,68.41,48.55,20.66,13.46,1.8,33.28,50.73
2015-07-03,73.86,48.55,21.36,13.24,7.39,30.81,56.63
2015-07-04,70.58,48.55,17.94,15.31,20.62,29.69,52.85
2015-07-05,70.61,48.55,20.14,13.9,2.19,30.78,54.4
2015-07-06,71.19,48.55,20.02,14.55,1.84,28.04,50.38
2015-07-07,69.56,48.55,20.37,11.02,2.22,30.14,52.81
2015-07-08,68.72,48.55,19.66,15.11,1.99,28.23,58.71
2015-07-09,67.95,48.55,13.66,10.39,2.76,40.63,46.24
2015-07-10,59.59,48.55,14.72,13.92,1.89,36.19,52.64
2015-07-11,62.54,48.55,19.45,7.05,8.49,31.75,62.36
2015-07-12,61.7,48.55,20.32,6.71,8.59,33.56,52.0
2015-07-13,65.54,48.55,19.39,9.44,1.89,36.38,47.1
2015-07-14,53.35,48.55,20.42,8.74,2.54,35.64,50.93
2015-07-15,59.2,48.55,17.26,9.23,2.26,32.25,46.66
2015-07-16,57.02,48.55,18.65,9.08,2.39,30.0,47.76
2015-07-17,53.75,48.55,18.59,8.02,2.13,32.51,48.22
2015-07-18,48.36,48.55,19.18,7.56,2.63,30.9,45.27
2015-07-19,40.7,48.55,19.23,10.39,1.47,28.57,59.74
2015-07-20,36.72,48.55,18.96,10.8,2.31,30.88,46.58
2015-07-21,42.94,48.55,18.58,11.47,1.58,31.69,46.58
2015-07-22,47.23,48.55,18.89,7.34,1.4,28.35,47.49
2015-07-23,81.77,48.55,26.1,11.97,2.61,32.5,42.63
2015-07-24,83.64,48.55,18.19,14.1,1.93,38.29,42.14
2015-07-25,53.69,48.55,20.33,11.06,1.43,31.79,48.95
2015-07-26,47.88,48.55,19.16,14.62,1.31,29.31,50.64
2015-07-27,57.59,48.55,18.92,12.57,2.16,24.5,44.13
2015-07-28,51.55,48.55,18.75,11.53,1.56,31.29,45.49
2015-07-29,50.58,48.55,19.44,10.73,2.43,30.81,35.66
2015-07-30,49.89,48.55,19.47,13.85,2.28,29.26,39.93
2015-07-31,56.67,48.55,19.64,16.07,1.79,30.59,41.61
2015-08-01,85.39,48.55,29.71,16.06,4.08,29.3,42.88
2015-08-02,70.17,48.55,15.44,22.81,2.12,18.06,44.0
2015-08-03,49.45,48.55,14.52,16.03,1.56,16.74,39.68
2015-08-04,64.89,48.55,15.17,22.46,1.33,19.37,33.16
2015-08-05,59.69,48.55,16.22,19.41,1.41,16.56,46.45
2015-08-06,49.27,48.55,14.74,11.0,2.89,12.61,41.35
2015-08-07,56.12,48.55,14.52,11.79,1.27,14.3,40.63
2015-08-08,63.11,48.55,15.11,12.75,2.56,11.84,39.26
2015-08-09,55.12,48.55,15.08,12.69,1.35,14.38,43.36
2015-08-10,54.41,48.55,14.92,12.13,1.11,15.58,35.22
2015-08-11,61.65,48.55,15.12,12.74,1.02,16.66,36.74
2015-08-12,53.49,48.55,14.57,11.88,1.06,14.3,44.64
2015-08-13,58.42,48.55,14.41,9.36,1.17,13.79,36.34
2015-08-14,57.52,48.55,15.55,13.1,1.42,15.16,39.0
2015-08-15,51.29,48.55,14.77,12.76,1.02,13.02,34.65
2015-08-16,58.79,48.55,16.06,15.0,1.0,22.01,32.92
2015-08-17,63.39,48.55,15.16,11.61,1.35,20.54,32.13
2015-08-18,66.98,48.55,16.15,14.04,1.26,12.83,37.0
2015-08-19,69.54,48.55,15.61,12.82,1.19,13.74,35.64
2015-08-20,64.9,48.55,19.19,13.55,1.78,15.53,41.66
2015-08-21,43.12,48.55,13.87,13.4,1.15,15.55,40.55
2015-08-22,39.93,48.55,14.15,19.33,4.88,12.97,44.2
2015-08-23,33.26,48.55,14.71,14.34,1.12,10.11,52.02
2015-08-24,40.27,48.55,14.15,13.4,1.95,12.72,40.25
2015-08-25,46.96,48.55,13.55,11.86,1.48,13.35,33.69
2015-08-26,39.91,48.55,13.23,13.06,1.24,16.24,25.41
2015-08-27,39.65,48.55,12.82,12.83,1.94,12.59,25.89
2015-08-28,45.16,48.55,13.19,14.31,1.54,10.77,28.32
2015-08-29,43.58,48.55,14.18,14.6,2.19,11.95,26.79
2015-08-30,37.62,48.55,16.1,14.9,1.54,18.81,24.53
2015-08-31,41.0,48.55,15.66,14.02,1.43,20.96,23.7
2015-09-01,32.37,48.55,16.34,15.72,1.21,30.26,26.38
2015-09-02,24.27,48.55,16.66,16.01,4.7,34.15,24.6
2015-09-03,26.54,48.55,17.24,18.24,1.99,28.04,23.58
2015-09-04,26.96,48.55,17.1,14.6,1.92,28.95,23.47
2015-09-05,25.83,48.55,16.9,11.02,2.01,29.73,27.06
2015-09-06,26.47,48.55,17.03,11.13,1.68,20.59,23.63
2015-09-07,27.97,48.55,17.3,12.8,1.75,22.13,23.09
